"advertiserId","programmeName","conversionRate","approvalRate","epc","launchDate","paymentStatus","paymentRiskLevel","awinIndex","feedEnabled","productReporting","commissionMin","commissionMax","leadMin","leadMax","cookieLength","parentSectors","subSectors","primarySector","averagePaymentTime","primaryRegion","descriptionShort","logoUrl","displayUrl"
"100519","Gregas-Imkerei DE","2.66512","100.00","0.03","2024-08-23","green","none","60.3353","yes","no","0","0","0","0","30","Retail & Shopping","FMCG","FMCG","62","DE","Wir sind Gregas, eine Familienimkerei mitten im Bergischen Land und bekannt für unseren 100% naturbelassenen Honig von Pflanzen, die ausschließlich aus der Region stammen.","https://ui.awin.com/images/upload/merchant/profile/100519.png","https://gregas-imkerei.de/"
"81911","delta-bike DE","1.54783","82.34","0.25","2024-08-20","amber","exposurelevel1","39.9599","yes","no","0","0","0","0","30","Retail & Shopping","Sports Equipment|Sportswear","Sports Equipment","72","DE","DAS RAD IST UNSERE LEIDENSCHAFTDelta Bike - aus Passion zum Fahrrad. Wir lieben und leben den Radsport und haben es uns zur Aufgabe gemacht, diese Begeisterung weiterzugeben. Mit großer Sorgfalt suchen wir die hochwertigsten und besten Produkte aus.","https://ui.awin.com/images/upload/merchant/profile/81911.png","https://www.delta-bike.de/de/onlineshop/"
"99873","Befestigungsfuchs DE","2.84706","93.36","0.18","2024-08-26","amber","exposurelevel2","48.8776","yes","no","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","99","DE","BefestigungsFuchs gehört zu den bundesweit führenden Onlinehändlern für Befestigungstechnik. Das mittelständische Unternehmen mit Sitz in der Lüneburger Heide wurde vor über 20 Jahren als Familienbetrieb gegründet und legt großen Wert auf Zuverlässigkeit,","https://ui.awin.com/images/upload/merchant/profile/99873.png","https://www.befestigungsfuchs.de/"
"13711","mcbuero DE","8.35465","56.12","0.17","2019-07-17","amber","exposurelevel5","52.9572","yes","no","2","6","0","0","60","Retail & Shopping","Office Supplies","Office Supplies","70","DE","mcbuero.de ist Bürobedarfs-Komplettanbieter und liefert alles rund ums Büro für Gewerbe und Privat. Wir liefern aus einem Sortiment von mehr als 160.000 Artikeln, wovon ein Teil stets am Lager ist, innerhalb von 24 Stunden und ohne MBW.","https://ui.awin.com/images/upload/merchant/profile/13711.png","https://mcbuero.de/mcb/index.html"
"80429","Camptools DE","","0.00","0.00","2024-05-31","amber","exposurelevel1","0","yes","no","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","null","DE","camptools ist der Experte für modulare Campingausbauten und Heckauszüge, mit denen Alltagsautos werkzeuglos und unkompliziert in Campingvans verwandelt werden können. Wir bieten Schlafsysteme, Heckauszüge, Küchen und Möbelzeilen an.","https://ui.awin.com/images/upload/merchant/profile/80429.png","https://www.camptools.com/"
"77872","DAWN DE","2.37277","62.14","0.40","2024-06-04","green","none","49.0441","no","no","0","0","0","0","30","Retail & Shopping","Clothing","Clothing","60","DE","Dawn empowers women to change the way clothes are made, sold and worn. To transform the fashion industry as a whole we must inspire action on many levels.","https://ui.awin.com/images/upload/merchant/profile/77872.png","https://dawndenim.com/"
"11703","schecker.de","4.81253","99.32","0.21","2018-02-20","green","none","86.1921","yes","no","10","10","0","0","45","Retail & Shopping","Pets & Pet Care","Pets & Pet Care","30","DE","Mit über 6000 Artikeln bietet Schecker für alle Gelegenheiten, sowohl für Mensch als auch für Hund, artgerechte Produkte. Als führendes deutsches Versandhaus für Hundeartikel werden alle Belange für Ihr Liebling befriedigt, vom Welpen bis Senior.","https://ui.awin.com/images/upload/merchant/profile/11703.png","https://www.schecker.de"
"108006","HIPI Faible DE","4.98731","79.58","0.18","2024-12-11","green","none","50.8153","yes","no","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","55","DE","Hipi Faible bietet hochwertige, natürliche Lippenpflege „made in Germany“, die auf Bio-Wollwachs und einer hygienischen Airless-Verpackung basiert. Werden Sie Teil unseres Partnerprogramms und sichern Sie sich eine attraktive Provision von 10 %!","https://ui.awin.com/images/upload/merchant/profile/108006.png","https://www.hipifaible.de/"
"101023","LUXURY BOX DE","0.90562","100.00","0.06","2024-11-29","green","none","83.9121","no","no","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","17","DE","Die Luxury Box bietet dir alle 3 Monate 6-9 exklusive Beautyprodukte, von edlen Düften über hochwertige Pflege bis zu ausgewähltem Make-up – im Wert von 150-200 €. Entdecke die Welt der luxuriösen Kosmetik!","https://ui.awin.com/images/upload/merchant/profile/101023.png","https://www.luxurybox.de/"
"101013","BRIGITTE Box DE","4.762","96.30","0.13","2024-11-29","green","none","84.7755","no","no","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","46","DE","In der BRIGITTE Box erwarten dich alle 2 Monate neue Themenwelten mit 8-10 Trendprodukten aus Beauty, Pflege, Food  Lifestyle im Wert von mindestens 100 €. Jede Box enthält zusätzlich ein gratis BRIGITTE Magazin. Lass dich überraschen!","https://ui.awin.com/images/upload/merchant/profile/101013.png","https://www.brigittebox.de/"
"14102","Bergfreunde DE","0.309186","55.74","0.01","2019-03-27","amber","exposurelevel2","25.3947","yes","no","7","7","0","0","30","Retail & Shopping","Sports Equipment","Sports Equipment","137","DE",".","https://ui.awin.com/images/upload/merchant/profile/14102.png","https://www.bergfreunde.de"
"58127","logo-matten DE","1.66206","94.74","0.32","2023-07-26","green","none","82.9923","yes","no","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","23","DE","Logo-matten.com – Jetzt Neu, moderne Logomatten in jeder Wunschgröße. Ab sofort können Sie in unserem neuen Logomatten Online Shop (Shopify) topmoderne und hochwertige Fussmatten bequem von Zuhause aus bestellen.","https://ui.awin.com/images/upload/merchant/profile/58127.png","https://logo-matten.com/"
"13732","Küchen-Fee Online-Shop DE","2.04082","84.21","0.06","2019-07-23","amber","exposurelevel6","0","yes","no","2","2","0","0","60","Retail & Shopping","Furniture & Soft Furnishings","Furniture & Soft Furnishings","null","DE","Der KitchenAid Premium Shop","https://ui.awin.com/images/upload/merchant/profile/13732.png","https://kuechenfee-shop.de"
"119059","Youngle","","0.00","0.00","2025-10-07","amber","exposurelevel2","","yes","no","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","null","DE","At Youngle we develop scientifically backed supplements like NMN, NR, and Urolithin A to support cellular health, energy, and metabolism, making the latest longevity research accessible to everyone for healthier, longer lives.","https://ui.awin.com/images/upload/merchant/profile/119059.png","https://www.youngle.de/"
"13737","MacTrade - Apple Store DE","0.993772","63.49","0.30","2019-08-27","amber","exposurelevel5","29.5932","yes","no","1","20","0","0","30","Retail & Shopping","Audio Visual|Electronic Accessories|Electronic Superstore","Electronic Superstore","93","DE",".","https://ui.awin.com/images/upload/merchant/profile/13737.png","https://www.mactrade.de/"
"14129","Framily DE","2.76127","100.00","0.06","2019-05-14","amber","exposurelevel6","47.7674","yes","no","0","0","2","4","30","Retail & Shopping","Books & Subscriptions|Gifts & Flowers|Baby & Toddler","Books & Subscriptions","82","DE","Framily ist Deutschlands führender Anbieter für personalisierte Kinderbücher mit beliebtesten Kinderbuch-Charaktere wie Bibi & Tina, Feuerwehrmann Sam oder Conni. Jedes Buch wird individuell gedruckt und ist damit ein perfektes Geschenk für jeden Anlass.","https://ui.awin.com/images/upload/merchant/profile/14129.png","https://www.framily.de/"
"14015","Aliva Apotheke DE","3.85401","98.03","0.11","2019-03-19","green","none","61.3098","yes","no","3","12","0","0","30","Retail & Shopping","Health & Beauty|Pets & Pet Care|Pharmaceuticals|Baby & Toddler","Pharmaceuticals","60","DE","Die Aliva-Apotheke bietet eine riesige Auswahl an Arzneimitteln mit einem umfangreichen Sortiment aus Gesundheits- und Sanitätshausprodukten.","https://ui.awin.com/images/upload/merchant/profile/14015.png","https://www.aliva.de"
"18505","Babybjorn DE","9.18717","100.00","0.75","2020-01-21","amber","exposurelevel2","70.2617","yes","no","12","12","0","0","30","Retail & Shopping","Baby & Toddler","Baby & Toddler","101","DE","BABYBJÖRN aus Schweden bietet innovative und sichere Premiumprodukte, die denAlltag für Familien mit Babys und Kleinkindern erleichtern. Das Unternehmen wurde 1961 gegründet und heute sind seine Babytragen und anderen Babyprodukte in mehr als 50 Ländern.","https://ui.awin.com/images/upload/merchant/profile/18505.png","https://www.babybjorn.de/"
"19050","Ullenboom-Baby DE","3.48706","95.78","0.36","2020-05-27","green","none","53.9585","yes","no","15","15","0","0","30","Retail & Shopping","Baby & Toddler","Baby & Toddler","61","DE","Wir sind die Marke ULLENBOOM. Wir entwickeln Wohntextilien für Babys (Krabbeldecken, Bettschlangen, uvm.) und stellen diese in einem Familienunternehmen, im Herzen von Europa, her. Unser Markenkern: Soziale Verantwortung und Nachhaltigkeit.","https://ui.awin.com/images/upload/merchant/profile/19050.png","https://ullenboom-baby.de/"
"13808","Shop Apotheke DE","4.47585","88.91","0.09","2019-06-25","amber","exposurelevel2","53.1628","yes","no","8","8","0","0","30","Retail & Shopping","FMCG|Gifts & Flowers|Pets & Pet Care|Pharmaceuticals|Baby & Toddler","Pharmaceuticals","85","DE","Auf shop-apotheke.com können Kunden einfach, sicher, schnell und günstig über 100.000 Original-Produkte aus der Welt der Gesundheit bestellen. Das ständig verfügbare Sortiment umfasst Arzneimittel, Tierarzneimittel (rezeptfrei), homöopathische Produkte.","https://ui.awin.com/images/upload/merchant/profile/13808.png","https://www.shop-apotheke.com"
"43419","Joolz DE","0.93809","100.00","0.05","2023-03-13","amber","exposurelevel4","81.9429","yes","no","0","0","0","0","30","Retail & Shopping","Baby & Toddler","Baby & Toddler","68","DE","Joolz is the brand for real parents, getting things done. We’re team parent and we’ll give you the right support, by creating premium strollers.","https://ui.awin.com/images/upload/merchant/profile/43419.png","https://www.joolz.com/de/de/home"
"3624","Hilton","2.24125","63.66","0.38","2011-08-01","amber","exposurelevel3","40.9262","no","no","4","4","0","0","30","Travel","Hotels & Accommodation|Tourism & Attractions","Hotels & Accommodation","128","GB","Sign up to the Hilton Worldwide affiliate programme where you can earn globally.","https://ui.awin.com/images/upload/merchant/profile/3624.png","https://www.hilton.com/en"
"112902","Levoit DE","7.77071","95.04","0.67","2025-02-25","green","none","59.9401","yes","no","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","105","DE","Sie machen aus Ihrem Haus ein Zuhause. Wir helfen Ihnen, dieses Zuhause frisch, sauber und komfortabel zu halten. Mit durchdachtem Design und zuverlässiger Leistung lässt sich Ihr Raumklima ganz einfach verbessern – angefangen bei der Luft, die Sie atmen.","https://ui.awin.com/images/upload/merchant/profile/112902.png","https://levoit.de/"
"112102","Mamo Interiors DE","7.41959","100.00","0.73","2025-02-28","amber","exposurelevel1","57.159","yes","no","0","0","0","0","30","Retail & Shopping","Furniture & Soft Furnishings|Gifts & Flowers|Home & Garden","Furniture & Soft Furnishings","75","DE","MAMO INTERIORS bietet exklusive Interior-Design-Dienstleistungen, kuratierte Möbel  Wohnaccessoires, Kunst und kreative Workshops. Wir suchen Partner, die unsere Leidenschaft für Design teilen und unsere hochwertigen Produkte authentisch präsentieren.","https://ui.awin.com/images/upload/merchant/profile/112102.png","https://shop.mamo-interiors.de/"
"112218","Vita-World DE","6.12343","100.00","0.29","2025-03-17","green","none","60.4854","yes","no","0","0","0","0","30","Retail & Shopping","FMCG|Health & Beauty","Health & Beauty","73","DE","vitaworld – Dein Partner für hochwertige SupplementsVerdiene mit vitaworld! 10 % Standardprovision + Boni, exklusive Gutscheine  starke Produkte. Jetzt Partner werden  profitieren!Instagram | Facebook | TikTok","https://ui.awin.com/images/upload/merchant/profile/112218.png","https://vita-world24.de/"
"111678","Albatros Shop DE","2.05211","100.00","0.08","2025-04-14","green","none","51.7272","yes","no","0","0","0","0","30","Retail & Shopping","Furniture & Soft Furnishings","Furniture & Soft Furnishings","78","DE","albatros-shop.de - Produkte der Marke Albatros, Sommertal, Arensberger, Sommertal und mehr","https://ui.awin.com/images/upload/merchant/profile/111678.png","https://www.albatros-shop.de/"
"108644","GURU Granola DE","13.249","100.00","0.68","2024-12-06","amber","exposurelevel1","80.4013","no","no","0","0","0","0","30","Retail & Shopping","FMCG","FMCG","51","DE","GURU Granola ist weder Müsli, noch ein herkömmliches Granola. Es ist vielmehr ein knuspriges Gewürz-Topping aus 20-30 vorwiegend regionalen Bio-Zutaten für herzhafte, als auch süße Speisen","https://ui.awin.com/images/upload/merchant/profile/108644.png","https://guru-granola.com/"
"110808","Water to Go DACH","","0.00","0.00","2025-03-19","amber","exposurelevel1","0","no","no","0","0","0","0","30","Retail & Shopping","Gifts & Flowers|Green (Eco friendly)|Health & Beauty|Sports Equipment|Baby & Toddler","Green (Eco friendly)","null","DE","Unsere 100% nachhaltigen Wasser-Filter-Flaschen entfernen bis zu 99,9999 % aller Schadstoffe (laborzertifiziert). Perfekt für Reisen, Outdoor  Sport – ohne Plastik!Aus jeder Süßwasserquelle sofort trinken.Die Lösung!-Für sicheres Trinkwasser unterwegs","https://ui.awin.com/images/upload/merchant/profile/110808.png","https://watertogo.net/"
"113152","That Spiritual Shop DE","2.57812","100.00","0.20","2025-03-05","amber","exposurelevel1","64.9315","no","no","0","0","0","0","30","Retail & Shopping","Gifts & Flowers|Green (Eco friendly)|Health & Beauty|Jewellery","Jewellery","null","DE","That Spiritual Shop ist ein metaphysischer Online-Shop und bietet eine magische Auswahl an verschiedenen esoterischen Produkten, um dich auf deiner spirituellen Reise zu begleiten und zu unterstützen.","https://ui.awin.com/images/upload/merchant/profile/113152.png","https://thatspiritualshop.de/"
"109754","ANDYOU DE","10","100.00","1.54","2025-03-18","amber","exposurelevel4","73.8207","no","no","0","0","0","0","30","Retail & Shopping","Computers|Furniture & Soft Furnishings|Home & Garden","Furniture & Soft Furnishings","null","DE","Our vision is to build a product-focused company driven by four core pillars: Research  Development, Supply, Production, and Sales. Innovation is the heart of our business, and quality is the foundation of our competitive edge.","https://ui.awin.com/images/upload/merchant/profile/109754.png","https://andyou-eu.com/"
"103049","La sellerie de Mae - DE","0.925926","100.00","0.03","2024-11-13","amber","exposurelevel4","55.2622","yes","no","0","0","0","0","30","Retail & Shopping","Sports Equipment","Sports Equipment","null","DE","La Sellerie de Maé: Ihre Online-Sattlerei für alles, was mit Pferden und Tieren zu tun hat: Reitertextilien, Reitstiefel, Teppiche, Schutzkleidung für Pferd und Reiter... Alles, was Sie brauchen, um Ihr Pferd zu verwöhnen und an der Spitze zu stehen!","https://ui.awin.com/images/upload/merchant/profile/103049.png","https://selleriemae.de/"
"101875","Eurococ Germany","10.6733","67.11","0.29","2024-10-24","amber","exposurelevel2","68.8934","no","no","0","0","0","0","30","Travel","Car Rental","Car Rental","40","DE","EUROCOC ist Europas führender Anbieter von Konformitätsbescheinigungen (COCs) und vereinfacht die Fahrzeugregistrierung in der EU. Wir bedienen Privatpersonen und Unternehmen schnell mit echten COCs für einen reibungslosen grenzüberschreitenden Autohandel","https://ui.awin.com/images/upload/merchant/profile/101875.png","https://www.eurococ.eu/de"
"113806","The Yoga Friends DE","","0.00","0.00","2025-03-11","green","none","0","yes","no","0","0","0","0","30","Retail & Shopping|Telco's & Services","Books & Subscriptions|Education Training & Recruitment","Books & Subscriptions","null","DE","The Yoga Friends bringt Yoga, Achtsamkeit und Entspannung direkt zu dir nach Hause – mit einem kreativen Online-Auftritt, inspirierenden Social Media Posts und liebevollen Produkten rund um Yoga. Mit attraktiven Provisionen.","https://ui.awin.com/images/upload/merchant/profile/113806.png","https://theyogafriends.com/"
"114068","Aluraé Cosmetics DE","","0.00","0.00","2025-03-19","amber","exposurelevel4","0","no","no","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","null","DE","Aluraé ist eine Premium-Marke für vegane Haut-, Körper- und Haarpflege aus dem Baltikum. Inspiriert von der Natur der Region bietet sie luxuriöse, nachhaltige Produkte mit natürlichen, organischen Inhaltsstoffen.","https://ui.awin.com/images/upload/merchant/profile/114068.png","https://alurae.de/"
"114260","my-brand.shop DE","2.04891","94.00","0.07","2025-04-03","amber","exposurelevel1","55.6893","yes","no","0","0","0","0","30","Retail & Shopping","Electronic Accessories|Gadgets|Home & Garden","Home & Garden","65","DE","Wir sind ein zertifizierter Markenshop mit jahrelanger Erfahrung als Importeur von Outdoormarken - Unser Shop hat das breiteste und vollständigste Sortiment der von uns importierten Marken in Europa. Bei uns ist immer das ganze Markensortiment inkl.","https://ui.awin.com/images/upload/merchant/profile/114260.png","https://my-brand.shop/"
"114716","Fellherz DE","9.21205","96.47","1.08","2025-04-15","amber","exposurelevel6","72.0655","yes","yes","0","0","0","0","30","Retail & Shopping","Childrenswear|Clothing|Clothing Accessories|Furniture & Soft Furnishings|Gifts & Flowers|Womenswear","Womenswear","87","DE","FellHerz steht für kreative, nachhaltige Mode aus fairer Produktion. Die Designs werden mit Farben auf Wasserbasis auf GOTS-zertifizierte Bio-Textilien gedruckt. Jedes Stück vereint Stil,  Umweltbewusstsein – für alle, die Mode mit Herz lieben!","https://ui.awin.com/images/upload/merchant/profile/114716.png","https://www.fellherz.de"
"114872","Zaunfuchs DE","","0.00","0.00","2025-05-13","amber","exposurelevel2","0","no","no","0","0","0","0","30","","","","112","DE","","https://ui.awin.com/images/upload/merchant/profile/114872.png","https://www.zaunfuchs.de/"
"106785","Varley ROW","","0.00","0.00","2024-11-28","amber","exposurelevel2","0","yes","no","0","0","0","0","30","Retail & Shopping","Clothing|Womenswear","Womenswear","null","DE","",,"https://eu.varley.com/"
"105981","Empire Riverside Hotel DE","","0.00","0.00","2024-11-20","green","none","0","no","no","0","0","0","0","30","Travel","Hotels & Accommodation","Hotels & Accommodation","null","DE","Willkommen beim Affiliate Programm vom Empire Riverside Hotel in Hamburg was durch stilvolles Design, atemberaubende Ausblicke und erstklassige Lage im Herzen von St. Pauli besticht. Das Empire Riverside ist mehr als nur ein Hotel - es ist ein Erlebnis.","https://ui.awin.com/images/upload/merchant/profile/105981.png","https://www.empire-riverside.de/"
"106483","BIOEFFECT DE","2.40964","80.00","0.30","2024-11-07","amber","exposurelevel1","73.1065","no","no","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","28","DE","Die isländische Clean Beauty Marke BIOEFFECT beruht auf innovativer Forschung und Biotechnologie. Alle Produkte überzeugen mit kompromissloser Reinheit und überdurchschnittlicher Anti-Aging Wirksamkeit.","https://ui.awin.com/images/upload/merchant/profile/106483.png","https://bioeffect.de/"
"104555","Bros.deals Shop DE","33.3333","33.33","0.92","2024-09-30","amber","exposurelevel4","50.4257","no","no","0","0","0","0","30","Retail & Shopping","Electronic Superstore","Electronic Superstore","null","DE","Bros.deals Bestpreis Shop bietet top Markenprodukte zu den besten Online-Preisen, inkl. kostenlosem Versand in DE. 14 Tage Widerrufsrecht und überdurchschnittliche Provisionen auf Elektronikprodukte. Jetzt Partner werden und profitieren!","https://ui.awin.com/images/upload/merchant/profile/104555.png","https://shop.bros.deals/"
"86103","LGBTQ Worldwide DE","","0.00","0.00","2024-07-09","amber","exposurelevel1","0","no","no","0","0","0","0","30","Retail & Shopping","Clothing|Clothing Accessories|Electronic Accessories|Gadgets|Green (Eco friendly)|Jewellery|Menswear|Womenswear","Clothing Accessories","null","DE","LGBTQ Worldwide bietet eine breite Auswahl an modischer Kleidung, Accessoires und Geschenkartikeln für die LGBTQ+-Community. Wir feiern Vielfalt und Akzeptanz mit unseren einzigartigen Produkten. Werde Partner und verdiene attraktive Provisionen.","https://ui.awin.com/images/upload/merchant/profile/86103.png","https://lgbtqworldwide.com/"
"23956","Babista AT","0.201182","54.17","0.01","2021-07-13","amber","exposurelevel4","34.5772","yes","no","0","0","0","0","30","Retail & Shopping","Clothing|Menswear","Menswear","98","DE","Die Marke Babista steht für hochwertige und bequeme Herrenbekleidung für selbstbewusste Männer, die mitten im Leben stehen. Unsere Kunden finden eine große Auswahl an sportlicher Freizeitmode in hervorragender Qualität.","https://ui.awin.com/images/upload/merchant/profile/23956.png","https://www.babista.at/"
"25863","VW FS Autovermietung DE","2.30565","95.65","0.41","2022-01-31","green","none","68.7238","no","no","0","0","0","0","30","Retail & Shopping|Travel","Automotive|Car Rental","Automotive","49","DE","VW FS | Rent-a-Car ist Ihr zuverlässiger Marken-Autovermieter. Wir vermieten Fahrzeuge von Volkswagen, Audi, SEAT, ŠKODA und Volkswagen Nutzfahrzeuge mit hochwertiger Ausstattung und geringer Laufleistung  zu attraktiven Preisen.","https://ui.awin.com/images/upload/merchant/profile/25863.png","https://www.autovermietung.vwfs.de/"
"25874","unverträglich.de DE","12.1458","100.00","0.16","2022-04-20","green","none","80.3495","no","no","0","0","0","0","30","Retail & Shopping","FMCG","FMCG","45","DE","unverträglich.de ist ein Onlineshop für Nahrungsmittelunverträglichkeiten. Glutenfreie, fructosefreie, laktosefrei oder nussfreie Ernährung sind für uns kein Problem. Mehr als 1.500 Artikel und der Allergiefilter machen die passende Ernährung möglich.","https://ui.awin.com/images/upload/merchant/profile/25874.png","https://www.un-vertraeglich.de/"
"25925","ETI - Express Travel International GmbH DE","20.7407","89.47","8.06","2022-10-06","amber","exposurelevel5","89.7362","no","no","0","0","0","0","30","Travel","Hotels & Accommodation|Tourism & Attractions|Travel Agencies","Travel Agencies","29","DE","Express Travel International GmbH, kurz ETI, ist ein österreichischer Reiseveranstalter mit Schwerpunkt Ägypten und exklusiv Vermarkter der renommierten RED SEA HOTELS in Hurghada, Makadi Bay und Sharm El Sheikh in Ägypten.","https://ui.awin.com/images/upload/merchant/profile/25925.png","http://www.eti.at/"
"26061","Fielmann DE","3.21518","83.45","0.18","2021-11-26","green","none","40.7857","yes","no","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","92","DE","Fielmann steht für Brillenmode und Kontaktlinsen zum fairen Preis. Mit über 1000 Niederlassungen in Europa und einem wachsenden Online-Geschäft gelten wir als Marktführer in der augenoptischen Branche.","https://ui.awin.com/images/upload/merchant/profile/26061.png","https://www.fielmann.de/"
"26365","GFP-international DE","3.46627","81.82","1.36","2022-01-25","amber","exposurelevel5","42.4205","yes","no","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","68","DE","GFP International ist der deutschsprachige Experte für Gewächshäuser und Hochbeete aus hochwertigem Aluminium und Polycarbonat. Unser Shop hat hohe Warenkörbe und eine gute Conversion Rate. Wir genießen höchste Kundenzufriedenheit.","https://ui.awin.com/images/upload/merchant/profile/26365.png","https://www.gfp-international.com/de"
"26709","HABA-Play DE","2.00363","100.00","0.02","2021-12-23","green","none","47.0053","yes","no","0","0","0","0","30","Retail & Shopping","Toys & Games","Toys & Games","99","DE","HABA ist eine starke Marke mit dem Anspruch, einen wertvollen Beitrag zu einer glücklichen Kindheit zu leisten. Mit hochwertigen und nachhaltigen Kinderspielsachen ist HABA für Kinder und Familien da. Jeden Tag. Von Anfang an. Ein Leben lang.","https://ui.awin.com/images/upload/merchant/profile/26709.png","https://www.haba-play.com/de-de/"
"27782","Tretter DE","4.88911","64.72","0.35","2022-04-14","green","none","34.0487","yes","yes","0","0","0","0","30","Retail & Shopping","Shoes","Shoes","86","DE","TRETTER bietet ein vielseitiges Sortiment an Schuhen, Taschen, Accessoires und ausgewählter Bekleidung für Groß und Klein. Dabei wird viel Wert auf Qualität, kompetente Beratung und Service gelegt.","https://ui.awin.com/images/upload/merchant/profile/27782.png","https://www.tretter.com/"
"26949","Tower London DE/AT","4.60804","83.90","0.04","2022-02-04","amber","exposurelevel4","42.3667","yes","no","0","0","0","0","30","Retail & Shopping","Shoes","Shoes","118","DE","TOWER ist Londons schnellst wachsender unabhängiger Schuhretailer, gegründet im Herzen der Hauptstadt. Mit zwei London Stores, großartigen kreativen Ideen und über 40 Jahren Business Erfahrung in der Tasche, haben wir uns bereits einen Namen gemacht.  ","https://ui.awin.com/images/upload/merchant/profile/26949.png","https://www.tower-london.de/"
"27157","DRAKENSBERG DE","6.5634","97.14","1.56","2022-04-14","amber","exposurelevel5","80.4333","no","no","0","0","0","0","30","Retail & Shopping","Clothing Accessories","Clothing Accessories","36","DE","Nachhaltige Materialien wie vegetabil gegerbtes Büffelleder und Baumwoll-Canvas geben unseren Reisetaschen und Rucksäcken ihre historische Identität – über hundert Schritte Handarbeit, müssen sie durchlaufen, jede Tasche ein unverwechselbares Unikat.","https://ui.awin.com/images/upload/merchant/profile/27157.png","http://www.drakensberg.de/"
"27459","PME Legend DE","2.73927","90.72","0.43","2022-08-16","amber","exposurelevel2","43.6072","yes","no","0","0","0","0","30","Retail & Shopping","Clothing|Menswear","Menswear","108","DE","PME Legend ist eine Lifestyle-Marke, die Freiheit, Männlichkeit und Abenteuer symbolisiert.","https://ui.awin.com/images/upload/merchant/profile/27459.png","https://www.pme-legend.com/de"
"21516","Skiny DE","2.64777","91.32","0.14","2020-12-17","green","none","53.0873","yes","no","0","0","0","0","30","Retail & Shopping","Clothing|Lingerie","Lingerie","79","DE","SKINY - Hochwertige Unterwäsche mit perfekten Passformen und tollen Designs für Damen, Herrn und Teenagern.","https://ui.awin.com/images/upload/merchant/profile/21516.png","https://www.skiny.com/"
"21329","DearUniverse DE","0.539957","100.00","0.10","2020-11-12","green","none","45.5498","no","no","0","0","0","0","30","Retail & Shopping","Gifts & Flowers|Green (Eco friendly)|Home & Garden","Gifts & Flowers","88","DE","✨ Wir bei DearUniverse versenden Nachrichten als Funkspruch ins All! Dazu gibt es handgemachte Ewigkeitsketten, mit denen Du immer sehen kannst, wo Deine Nachricht gerade ist.","https://ui.awin.com/images/upload/merchant/profile/21329.png","https://www.dearuniverse.de/"
"21759","Geero DE","3.94345","67.86","0.07","2021-01-04","amber","exposurelevel2","34.4864","yes","no","0","0","0","0","30","Retail & Shopping","Sports Equipment","Sports Equipment","94","DE","E-Bikes sind gerade so angesagt wie nie und Geero ist unter den vielen Anbietern etwas ganz Besonderes mit seinem einzigartigen Retro-Design. Darum werde jetzt Partner von Geero und werde Teil von diesem Erfolg.","https://ui.awin.com/images/upload/merchant/profile/21759.png","https://www.geero.de/"
"73393","home-nature DE","","0.00","0.00","2024-01-30","amber","exposurelevel4","0","no","no","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","null","DE","Bei Home-Nature DE bieten wir umweltfreundliche und natürliche Wohn- und Lifestyle-Produkte wie Sessel, Sofas, elektrische Kamine, Pavillons, Außenmöbel und Accessoires. Mit Qualität und Design erfüllen wir Ihr Streben nach Komfort und Schönheit.","https://ui.awin.com/images/upload/merchant/profile/73393.png","https://www.home-nature.de/"
"73527","Jegit - Pour La Vie DE","4.05672","100.00","0.19","2024-01-30","amber","exposurelevel1","74.4094","no","no","0","0","0","0","30","Retail & Shopping","FMCG","FMCG","46","DE","Entdecken Sie bei uns hochwertige, natürliche Produkte wie Olivenöle, Nüsse und Trockenfrüchte – alle frei von künstlichen Zusatzstoffen und nachhaltig produziert. Gesund leben, natürlich genießen!","https://ui.awin.com/images/upload/merchant/profile/73527.png","https://jegit.de"
"82145","Bewerbermappe DE","25.0113","100.00","0.75","2024-08-14","amber","exposurelevel1","80.4084","no","no","0","0","0","0","30","Finance & Insurance","Property","Property","38","DE","Mit der Bewerbermappe lässt sich in wenigen Klicks eine komplette, geprüfte digitale Bewerbermappe für die Wohnungssuche erstellen. Die digitale Bewerbermappe hat Vorteile für den Wohnungssuchenden und den zukünftigen Vermieter gleichermaßen.","https://ui.awin.com/images/upload/merchant/profile/82145.png","https://bewerbermappe.com/"
