"advertiserId","programmeName","conversionRate","approvalRate","epc","launchDate","paymentStatus","paymentRiskLevel","awinIndex","feedEnabled","productReporting","commissionMin","commissionMax","leadMin","leadMax","cookieLength","parentSectors","subSectors","primarySector","averagePaymentTime","primaryRegion","descriptionShort","logoUrl","displayUrl"
"15894","Robertogeissini DE","3.9748","87.27","0.21","2019-01-08","green","none","65.2652","yes","no","7.5","7.5","0","0","30","Retail & Shopping","Clothing|Clothing Accessories","Clothing","50","DE","Mit dem Affiliate-Programm von Roberto Geissini ist es einfach Umsätze zu generieren: Profitieren Sie von professionellen Werbemitteln und guten Konditionen. Cookie-Laufzeit 60 Tage","https://ui.awin.com/images/upload/merchant/profile/15894.png","https://www.robertogeissini.de/"
"15977","awg-mode.de - Alle Werden Glücklich","2.98802","74.29","0.02","2021-12-16","amber","exposurelevel2","0","yes","no","8","8","0","0","30","Retail & Shopping","Clothing|Sportswear|Womenswear","Clothing","null","DE","AWG Mode - Jeder wünscht es sich. Doch die wenigsten behaupten es wirklich zu haben: Das Glück.Wir bei AWG haben es uns zur Aufgabe gemacht, durch Damen-, Herren- und Kindermode sowie Wohnartikel, das Gefühl von Glück an unsere Kunden weiterzugeben.","https://ui.awin.com/images/upload/merchant/profile/15977.png","https://www.awg-mode.de/"
"15058","CECIL DE","2.52899","80.27","0.17","2019-09-12","amber","exposurelevel2","57.9998","yes","no","10","10","0","0","30","Retail & Shopping","Clothing|Clothing Accessories|Womenswear","Womenswear","58","DE","Wir sind ein modernes Fashion Unternehmen mit Sitz in Deutschland. Unsere Mode ist aktuell und präsentiert sich in 12 Kollektion pro Jahr. Das Partnerprogramm bietet eine attraktive Vergütung,  optimierte Werbemittel sowie einen persönlichen Support.","https://ui.awin.com/images/upload/merchant/profile/15058.png","https://www.cecil.de/"
"14702","Eis DE","3.07456","95.03","0.17","2019-06-05","amber","exposurelevel2","56.5216","yes","yes","22","22","0","0","30","Retail & Shopping","Erotic|Health & Beauty|Lingerie","Erotic","90","DE","Entdecke Deine Sinnlichkeit! Jetzt beim führenden deutschen Onlineshop für intime Lifestyleprodukte bewerben.","https://ui.awin.com/images/upload/merchant/profile/14702.png","https://www.eis.de"
"14725","Butch DE","0.703589","84.93","0.02","2019-04-10","green","none","46.2582","yes","no","6","6","0","0","60","Retail & Shopping","Home & Garden","Home & Garden","77","DE",".","https://ui.awin.com/images/upload/merchant/profile/14725.png","https://www.butch.de"
"14787","Jan Vanderstorm - DE","4.8208","57.42","0.31","2019-07-31","amber","exposurelevel4","32.0222","yes","no","8","8","0","0","45","Retail & Shopping","Clothing","Clothing","92","DE","JanVanderstorm.de - Einer, der für Größe steht - Starke Mode für Männer","https://ui.awin.com/images/upload/merchant/profile/14787.png","http://www.janvanderstorm.de/"
"14855","Mustang Store GmbH DE","4.07316","78.68","0.20","2019-07-17","green","none","42.1647","yes","no","8","8","0","0","30","Retail & Shopping","Clothing","Clothing","74","DE","True Denim for true People! Mustang ist eine der führenden Jeanswear-Marken Europas. Mit ganzer Leidenschaft designen wir seit über 80 Jahren angesagte Denim-Looks zu einem fairen Preis-/Leistungsverhältnis.","https://ui.awin.com/images/upload/merchant/profile/14855.png","https://www.mustang.de"
"14888","Eurocamp DE","2.25443","91.47","0.87","2019-07-10","green","none","43.5046","no","no","6","6","0","0","60","Travel","Hotels & Accommodation|Tourism & Attractions|Travel Agencies","Hotels & Accommodation","131","DE","Eurocamp bietet familienfreundlichen Campingurlaub in fix und fertig aufgestellten Safarizelten und komplett eingerichteten, komfortablen Mobilheimen auf über 400 Campingplätzen in elf Ländern Europas.","https://ui.awin.com/images/upload/merchant/profile/14888.png","https://www.eurocamp.de"
"17471","Modellbau-Universe - die Adresse für Modellbau","0.0667429","92.50","0.00","2019-11-21","green","none","0","yes","no","7","7","0","0","30","Retail & Shopping","Toys & Games","Toys & Games","145","DE","modellbau universe bietet alles rund um das Hobby Plastikmodellbau. Im Shop findet der Modellbauer eine große Auswahl an Modellen, Farben und Zubehör von über 120 verschiedenen Marken- und Kleinserienherstellern.","https://ui.awin.com/images/upload/merchant/profile/17471.png","https://www.modellbau-universe.de"
"10659","VALMANO DE/AT","3.22741","81.66","0.53","2018-05-08","amber","exposurelevel2","44.0273","yes","no","8","8","0","0","30","Retail & Shopping","Jewellery","Jewellery","98","DE","VALMANO ist der relevanteste Onlineshop im Bereich Schmuck und Uhren in Deutschland und Österreich. Das Sortiment umfasst etabilierte Top Marken, sowie relevante Newcomer.","https://ui.awin.com/images/upload/merchant/profile/10659.png","https://www.valmano.de"
"10954","Marley Spoon DE","3.04497","94.77","0.49","2017-08-30","amber","exposurelevel2","45.7407","no","no","0","0","15","15","30","Retail & Shopping","FMCG","FMCG","121","DE","Marley Spoon – Mahlzeiten für das echte Leben","https://ui.awin.com/images/upload/merchant/profile/10954.png","https://www.marleyspoon.de"
"10961","JeansWelt.de","0.476119","53.85","0.03","2017-11-01","green","none","30.7094","yes","no","8","8","0","0","30","Retail & Shopping","Clothing|Clothing Accessories|Menswear|Womenswear","Clothing","68","DE","Jeans und Mode von bekannten Marken wie Mustang Jeans, Cross, Wrangler, Colorado, Timezone. Exklusiv bei JeansWelt: sportlich-feminine Damenmode von Soquesto. Besondere Fokus auf extra lange Jeans für große Leute. Starte jetzt als Partner!","https://ui.awin.com/images/upload/merchant/profile/10961.png","https://www.jeanswelt.de"
"11321","Joe Nimble DE","3.18711","67.98","0.23","2018-07-31","green","none","56.4687","yes","no","10","10","0","0","30","Retail & Shopping","Clothing Accessories|Shoes|Sports Equipment|Sportswear","Shoes","48","DE","Joe Nimble ist Wegbereiter der Zehenfreiheit seit 1982. Unser Versprechen ""For the betterment of runners."" Profitieren Sie als Partner der Marke von der einzigartigen Produktphilosophie der kompromisslosen Zehenfreiheit.","https://ui.awin.com/images/upload/merchant/profile/11321.png","https://www.joe-nimble.com"
"11433","Yello","1.07279","68.22","0.42","2018-06-27","amber","exposurelevel2","0","no","no","0","0","0","28","30","Telco's & Services","Utilities","Utilities","139","DE","Top-Verdienstmöglichkeiten mit attraktiven und fairen Strom- & Gasprodukten. Yello zeichnet sich durch eine hervorragende Markenbekanntheit aus.","https://ui.awin.com/images/upload/merchant/profile/11433.png","https://www.yello.de/"
"9131","Travel24 DE","","0.00","0.00","2017-08-23","green","none","0","no","no","3","4","0","0","30","Travel","Hotels & Accommodation","Hotels & Accommodation","null","DE","Als eines der ersten Online-Reisebüros Deutschlands bietet travel24.com Reiseangebote von 50 Veranstaltern, 60.000 Hotels in über 165 Ländern zu Tiefpreisen an. Unser Support unterstützt Sie tatkräftig. Wir freuen uns auf die Zusammenarbeit.","https://ui.awin.com/images/upload/merchant/profile/9131.png","http://www.travel24.de/pn"
"11510","Pixum DE","1.19291","79.06","0.01","2018-04-12","green","none","71.4356","yes","no","10","10","2.5","2.5","28","Retail & Shopping","Books & Subscriptions|DIY|Gifts & Flowers|Green (Eco friendly)|Home & Garden|Photography|Photos & Print Services|Toys & Games","Photos & Print Services","32","DE","Das perfekte Geschenk für jeden Anlass? Ist einfach, macht Spaß - Pixum! Pixum ist führender Online-Fotoservice in Deutschland und vielfacher Testsieger für Bildqualität, Service und Zuverlässigkeit.","https://ui.awin.com/images/upload/merchant/profile/11510.png","https://www.pixum.de/"
"10642","Gymondo DE","3.38557","89.13","0.19","2018-09-04","amber","exposurelevel2","68.8466","no","no","0","0","20","20","60","Telco's & Services","Education Training & Recruitment","Education, Training & Recruitment","86","DE","Sichere dir bis zu 20€ Provision für jede Neuanmeldung mit dem Gymondo Affiliate-Programm. Werde Partner von Deutschlands beliebtester Fitnessplattform, profitiere von einer starken Marke und unterstütze andere Menschen dabei, fit  glücklich zu werden.","https://ui.awin.com/images/upload/merchant/profile/10642.png","https://www.gymondo.com"
"12816","Toolineo DE","0.839349","93.50","0.02","2019-05-07","green","none","0","yes","no","3","3","0","0","10","Retail & Shopping","DIY","DIY","66","DE","Toolineo - die erste Adresse für Handwerksbedarf. Als Unternehmen der E/D/E Gruppe baut der Online-Marktplatz auf der Erfahrung der E/D/E Fachhändler auf.","https://ui.awin.com/images/upload/merchant/profile/12816.png","https://www.toolineo.de"
"13818","Krüger Dirndl DE","0.661951","52.76","0.07","2019-08-06","green","none","31.0789","yes","no","10","10","0","0","30","Retail & Shopping","Clothing","Clothing","70","DE","Krüger Dirndl - Wir sind ein modernes Trachtenlabel bestehend aus einem jungen, kreativen Team, das aus jahrelanger Erfahrung schöpfen kann. Unser Unternehmen befindet sich in Wernau und bietet bereits seit über 60 Jahren Trachtenmode auf dem Markt an.","https://ui.awin.com/images/upload/merchant/profile/13818.png","https://www.krueger-dirndl.de/"
"14061","VerticalExtreme DE","1.90731","60.92","0.20","2019-07-10","green","none","31.3394","yes","no","5","5","0","0","30","Retail & Shopping","Sports Equipment|Sportswear","Sports Equipment","77","DE","Verticalextreme.de - Kletterausrüstung, Outdoor, Bergsport und Camping","https://ui.awin.com/images/upload/merchant/profile/14061.png","https://www.verticalextreme.de"
"14080","Expert Technomarkt DE","1.72827","100.00","0.00","2019-08-29","green","none","46.7283","no","no","2","2","0","0","60","Retail & Shopping","Electronic Superstore","Electronic Superstore","114","DE",".","https://ui.awin.com/images/upload/merchant/profile/14080.png","https://www.expert-technomarkt.de/"
"14135","Spartoo DE","0.959696","83.62","0.03","2019-10-09","amber","exposurelevel3","38.5899","yes","no","3","3","0","0","30","Retail & Shopping","Childrenswear|Clothing|Clothing Accessories|Lingerie|Menswear|Shoes|Sports Equipment|Sportswear|Womenswear","Shoes","92","DE","Spartoo DE","https://ui.awin.com/images/upload/merchant/profile/14135.png","https://www.spartoo.de"
"14141","hirmer-grosse-groessen DE","3.32148","78.47","0.32","2019-06-19","green","none","55.3302","yes","no","12","12","0","0","30","Retail & Shopping","Menswear","Menswear","75","DE",".","https://ui.awin.com/images/upload/merchant/profile/14141.png","https://www.hirmer-grosse-groessen.de/"
"14147","Sealand24 DE","5.9599","50.15","0.06","2019-09-16","green","none","28.5318","no","no","5","5","0","0","60","Retail & Shopping","Clothing","Clothing","96","DE","SEALAND24 - Ihr Spezialist für FreizeitmodeSeit über 15 Jahren ist SEALAND24 ein kompetenter Spezialist für anspruchsvolle Freizeitmode und innovative Funktionsbekleidung bis zum passenden Freizeitschuh für Damen und Herren.","https://ui.awin.com/images/upload/merchant/profile/14147.png","https://www.sealand24.de"
"14167","gamed! DE","1.55394","60.00","0.03","2019-11-20","green","none","47.2234","no","no","50","50","0","0","60","Telco's & Services","Online Gaming","Online Gaming","51","DE",".","https://ui.awin.com/images/upload/merchant/profile/14167.png","https://gameserver.gamed.de"
"11609","druckdichdrauf DE","3.59364","91.73","0.30","2018-11-06","green","none","44.9034","yes","no","17.5","17.5","0","0","30","Retail & Shopping","Gifts & Flowers|Photos & Print Services","Photos & Print Services","83","DE","Bei uns können Sie günstig Ihre Textilien und Fotogeschenke selber gestalten und unkompliziert bedrucken oder besticken lassen.","https://ui.awin.com/images/upload/merchant/profile/11609.png","https://www.druckdichdrauf.de"
"13844","Shirtlabor DE","5.61012","67.61","1.10","2019-03-14","green","none","52.1429","yes","no","12","12","0","0","30","Retail & Shopping","Photos & Print Services","Photos & Print Services","59","DE","Keine Lust auf Mainstream? Shirtlabor bietet seinen Kunden die Möglichkeit Bekleidung und Accessoires individuell zu bedrucken. Über 250 unterschiedlichen Produkten in allen Größen und Farben, die individuell gestaltet werden können. Be unique!","https://ui.awin.com/images/upload/merchant/profile/13844.png","https://www.shirtlabor.de/"
"13935","SinEros Erotikshop DE","2.81403","86.10","0.06","2019-08-06","green","none","41.5666","yes","no","10","30","0","0","30","Retail & Shopping","Erotic","Erotic","119","DE","Sineros.de ist auch bekannt unter dem Namen DessousShop.com. Der beliebte Erotikshop zeigt eine vielfältige und riesige Auswahl an verboten scharfen Sextoys, süßen Dessous und stimulierenden Pharma Produkten. Geliefert wird EU weit. Bezahlt werden kann pe","https://ui.awin.com/images/upload/merchant/profile/13935.png","https://www.sineros.de"
"13984","Volksversand Versandapotheke DE","9.33007","91.24","0.25","2019-02-06","green","none","67.079","yes","no","3","12.5","0","0","30","Retail & Shopping","Pharmaceuticals","Pharmaceuticals","55","DE",".","https://ui.awin.com/images/upload/merchant/profile/13984.png","https://volksversand.de/"
"13433","cambuy DE","14.6745","75.68","1.64","2018-06-08","green","none","44.2184","yes","no","7","7","0","0","30","Retail & Shopping","Computers|Electronic Accessories|Electronic Superstore|Home & Garden|Photography","Electronic Accessories","80","DE","Cambuy.de ist der Onlineshop für professionelle Sicherheitstechnik und hochwertige Überwachungsanlagen. Als Experte für Überwachungssysteme des Weltmarktführers Hikvision, bieten wir für jede Situation die passende Lösung.","https://ui.awin.com/images/upload/merchant/profile/13433.png","https://cambuy.de/"
"20317","Origins DE","3.19379","100.00","0.13","2020-10-12","amber","exposurelevel2","59.5404","yes","no","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","60","DE","Ihre Provision: 10% des Warenkorbwertes (exkl. MwSt.). Vorteile als Affiliate Partner: Leistungsstarke Provisionen, durchschn. Warenkorbwert ab 82€, 30 Tage Cookie Tracking, monatliche Sales-Validierung, Aktionsgutscheine und Saisonale Angebote.","https://ui.awin.com/images/upload/merchant/profile/20317.png","https://www.origins.de/"
"20427","Nicapur DE/AT","4.4446","100.00","0.08","2020-09-01","green","none","49.4525","yes","no","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","86","DE","Nicapur ist ein österreichisches Familienunternehmen mit der Mission, Menschen mit qualitativ hochwertigen  Mikronährstoffen bei ihren täglichen Herausforderungen zu unterstützen.","https://ui.awin.com/images/upload/merchant/profile/20427.png","https://www.nicapur.com/"
"21042","INSENIO DE","4.44099","86.87","0.23","2021-01-05","green","none","64.2212","yes","no","0","0","0","0","30","Retail & Shopping","Erotic|FMCG|Health & Beauty|Lingerie|Pharmaceuticals|Baby & Toddler","Health & Beauty","55","DE","INSENIO ist der Top-Spezialist für Inkontinenz-  Pflegeprodukten.Mit  allen Top-Marken und einem breiten Sortiment mit über 3.000 Artikeln für Frauen, Männer aber auch Kinder und Jugendliche.","https://ui.awin.com/images/upload/merchant/profile/21042.png","https://www.insenio.de/"
"21269","HAWLIK Gesundheitsprodukte DE","3.78348","93.71","0.27","2020-10-21","amber","exposurelevel5","51.3139","yes","no","0","0","0","0","30","Retail & Shopping","FMCG|Health & Beauty","Health & Beauty","90","DE","Nach über 40 Jahren Erfahrung sind wir heute Europas führender Vitalpilzproduzent. Unser Betrieb ist biozertifiziert und wir dürfen seit vielen Jahren das Qualitätssiegel der Laborgruppe AGROLAB auf unseren Vitalpilzprodukten führen.","https://ui.awin.com/images/upload/merchant/profile/21269.png","https://www.hawlik-vitalpilze.de/"
"22423","cosmondial DE","7.27664","96.20","0.20","2021-03-10","green","none","88.5883","no","no","0","0","0","0","30","Retail & Shopping","Green (Eco friendly)|Health & Beauty","Health & Beauty","30","DE","UNSERE MARKEN: benecos ist eine zertifizierte Naturkosmetik-Marke mit einem großen dekorativen- und einem etwas kleineren Pflegesortiment. GRN [GRÜN] ist zertifizierte BIOkosmetik für Pflege- und Make-up Produkte.","https://ui.awin.com/images/upload/merchant/profile/22423.png","https://cosmondial.com/"
"20681","Softwarehunter DE","2.96985","85.63","0.10","2020-09-30","green","none","44.8481","yes","no","0","0","0","0","30","Telco's & Services","Software Downloads","Software Downloads","83","DE","Softwarehunter ist ein Software Händler mit der Ambition Software günstig online zu verkaufen und Kunden langfristig zufrieden zu stellen. Softwarehunter ist interessant für Privat sowie Geschäftskunden. Wir sind auf Microsoft Software spezialisiert.","https://ui.awin.com/images/upload/merchant/profile/20681.png","https://www.softwarehunter.de/"
"19726","Hawkers Crew EU","30","60.00","0.35","2021-04-13","amber","exposurelevel2","38.3687","no","no","12","12","0","0","30","Retail & Shopping","Clothing|Clothing Accessories|Menswear|Womenswear","Clothing Accessories","null","GR","Hawkers is the brand that has revolutionized the field of sunglasses in online sales. We have received recognition from companies such as Facebook and Google, in terms of how we differ from the rest.","https://ui.awin.com/images/upload/merchant/profile/19726.png","https://www.hawkersco.com/"
"19957","TAKE A SHOT DE","6.5849","100.00","0.29","2020-07-08","amber","exposurelevel6","51.6138","no","no","0","0","0","0","30","Retail & Shopping","Clothing Accessories","Clothing Accessories","null","DE","Seit 2012 entwickeln wir Sonnenbrillen, Holzuhren und mehr mit starkem Fokus auf Nachhaltigkeit und Qualität. Unsere Produkte kombinieren außergewöhnliche Designs mit innovativen und nachhaltigen Materialien. We are young. Life is simple. TAKE A SHOT.","https://ui.awin.com/images/upload/merchant/profile/19957.png","https://www.takeashot.de/"
"21816","Studibuch Shop DE","1.41631","87.11","0.01","2021-01-28","green","none","40.6165","yes","no","0","0","0","0","30","Retail & Shopping","Books & Subscriptions|Green (Eco friendly)","Books & Subscriptions","83","DE","Im Studibuch Shop können Kunden gebrauchte und neue Bücher kaufen. Studibuch ist spezialisiert auf Fachliteratur, Studienbücher, Lehrbücher und allgemeine Sachbücher. Zielgruppe sind Studierende und andere Menschen in Aus- und Weiterbildung.","https://ui.awin.com/images/upload/merchant/profile/21816.png","https://shop.studibuch.de/"
"21856","Garcia DE","3.16177","76.11","0.19","2021-02-08","green","none","42.0967","yes","no","0","0","0","0","30","Retail & Shopping","Clothing|Clothing Accessories","Clothing","55","DE","Conceived in Italy, crafted in the Netherlands. GARCIA is the fashion brand with a denim heart.The company is family owned, was founded in 1977. Garcia is sold in 35 countries across Europe with the DACH* Area as our biggest market.","https://ui.awin.com/images/upload/merchant/profile/21856.png","https://www.wearegarcia.de/"
"21970","SSV Jahn Regensburg DE","4.36932","92.50","0.16","2021-04-12","amber","exposurelevel2","56.6753","no","no","0","0","0","0","30","Retail & Shopping","Sportswear","Sportswear","97","DE","Der SSV Jahn Regensburg ist der größte Profisportclub in der Region um Regensburg und Ostbayern. Der Traditionsverein spielt in der 2. Bundesliga und verzeichnet mehr als 4.000 Mitglieder.","https://ui.awin.com/images/upload/merchant/profile/21970.png","https://www.ssv-jahnshop.de/ssv-jahn/"
"59923","Woolsocks DE","0.305393","100.00","0.02","2023-09-01","amber","exposurelevel4","0","no","no","0","0","0","0","30","Finance & Insurance|Retail & Shopping|Telco's & Services|Travel","Savings & Investments|Personal Banking|Audio Visual|Automotive|Books & Subscriptions|Childrenswear|Clothing|Clothing Accessories|Computers|Department Stores|DIY|Electronic Accessories|Electronic Superstore|Entertainment Superstore|FMCG|Furniture & Soft Furnishings|Gadgets|Gifts & Flowers|Green (Eco friendly)|Group Buying|Health & Beauty|Home & Garden|Jewellery|Lingerie|Menswear|Music & DVD|Office Supplies|PC & Video Games|Pets & Pet Care|Pharmaceuticals|Photography|Photos & Print Services|Shoes|Sports Equipment|Sportswear|Toys & Games|White Goods|Womenswear|Charities|Internet Service Provider|Mobile Pay As You Go|Utilities|Airlines|Car Rental|Cruises/Ferries|Hotels & Accommodation|Tourism & Attractions|Trains|Travel Agencies|Baby & Toddler","Savings & Investments","71","DE","Die kostenlose Finanz-App, die dir hilft, deine Finanzen zu meistern und das Beste aus deinem Geld zu machen. Kontrolliere deine Finanzen, erhalte Geld von deinen Einkäufen, kündige deine Abos mit einem Klick und vieles mehr.","https://ui.awin.com/images/upload/merchant/profile/59923.png","https://www.woolsocks.eu/de"
"62509","Cala Rose DE","12.6679","90.00","0.21","2023-09-11","amber","exposurelevel4","71.8545","no","no","0","0","0","0","30","Retail & Shopping","Jewellery","Jewellery","53","DE","Cala Rose is a jewelry brand renowned for its extraordinary designs, high quality and affordable price range. Our jewelry collections are colorful, elegant and special. We believe that jewelry is a perfect way of expressing your personality.","https://ui.awin.com/images/upload/merchant/profile/62509.png","https://www.calarose.de"
"60567","Fliegendes Haus GmbH","6.98269","95.80","0.50","2023-08-28","amber","exposurelevel1","75.4764","no","no","0","0","0","0","30","Retail & Shopping","Audio Visual|Books & Subscriptions|Toys & Games","Books & Subscriptions","57","DE","In der MIRA-Welt gibt's einzigartige Kinderinhalte! Top 3 Podcast, 8 Mio. Streams! Unsere Mission: Wichtige Themen, wahre Werte vermitteln. Die exklusive MIRA-Produkte sind wirklich besondere Schätze! Denn wir stehen für Kindermedien 2.0.","https://ui.awin.com/images/upload/merchant/profile/60567.png","https://mira-welt.de/"
"60777","Prophete DE","1.54147","83.92","0.13","2023-11-27","amber","exposurelevel2","51.3187","yes","no","0","0","0","0","30","Retail & Shopping","FMCG|Green (Eco friendly)|Sports Equipment|Sportswear","Sports Equipment","80","DE","Prophete ist ein etabliertes 2-Rad Unternehmen und setzt hohe Maßstäbe in der Fahrradbranche. Auf prophete.de finden Eure User hochwertige E-Bikes, Fahrräder, E-Bike Akkus und Fahrradzubehör. Bewirb Dich jetzt!","https://ui.awin.com/images/upload/merchant/profile/60777.png","https://www.prophete.de/"
"60787","Pearson DE","5.92501","100.00","0.22","2023-10-02","green","none","66.2802","yes","no","0","0","0","0","30","Retail & Shopping","Books & Subscriptions","Books & Subscriptions","56","DE","Pearson ist eines der weltweit führenden Bildungsunternehmen. Unsere verständlichen Lehrbücher und eLearning-Angebote aus vielzähligen Fachbereichen erleichtern es Studierenden und Berufstätigen ihre Lernziele zu erreichen und damit weiterzukommen.","https://ui.awin.com/images/upload/merchant/profile/60787.png","https://www.pearson.de/"
"60873","friseur-haarfarbe123 DE","7.48992","96.54","0.43","2023-08-25","amber","exposurelevel1","90.3102","yes","no","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","29","DE","Vorteile für unsere Publisher:10,00% Erfolgsprovision für den validen Salehoher Warenkorbwertbekannte Markenprodukte  exklusive EigenmarkenSehr niedrige StornoquoteZusätzliches Werbematerial auf Anfrage","https://ui.awin.com/images/upload/merchant/profile/60873.png","https://friseur-haarfarbe123.de/"
"61435","True Motion DE","1.46416","100.00","0.27","2023-09-01","amber","exposurelevel1","71.8248","yes","no","0","0","0","0","30","Retail & Shopping","Sportswear","Sportswear","49","DE","Sei Teil unserer Run Better Projects! Wir beim deutschen Start-up True Motion entwickeln und produzieren Laufschuhe, die Verletzungen um bis zu 50 % reduzieren und gleichzeitig für ein unvergessliches Laufgefühl sorgen. Erhalte 5 - 10 % Provision.","https://ui.awin.com/images/upload/merchant/profile/61435.png","https://truemotion.run"
"64068","ergofino DE","10.0024","11.54","6.83","2023-09-26","amber","exposurelevel1","41.2087","no","no","0","0","0","0","30","Retail & Shopping","Electronic Accessories|Furniture & Soft Furnishings|Home & Garden|Office Supplies","Home & Garden","50","DE","Ergofino GmbH wurde in Reutlingen  gegründet. Die Ergonomie und die Qualität stehen bei uns im Mittelpunkt. Unser Streben ist es, durch höhenverstellbare Schreibtische und Bürostühle eine effiziente und zugleich angenehme Arbeitsatmosphäre zu realisieren.","https://ui.awin.com/images/upload/merchant/profile/64068.png","https://ergofino.eu/"
"64718","PROAURIS DE","10","42.86","3.20","2023-10-20","amber","exposurelevel1","0","no","no","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","null","DE","PROAURIS hat sich das Ziel gesetzt, das Hörvermögen von Personen mit einer Hörbeeinträchtigung aktiv zu verbessern. Unser Ziel ist es, Ihnen zu helfen und Sie unabhängig zu beraten. Daher suchen wir Menschen mit einem Hörverlust, die kostenlos teilnehmen.","https://ui.awin.com/images/upload/merchant/profile/64718.png","https://www.proauris.com/"
"64924","Autoteile Preiswert DE","0.469833","96.15","0.05","2023-12-13","green","none","43.7439","yes","no","0","0","0","0","30","Retail & Shopping","Automotive","Automotive","86","DE","Im Online-Shop finden Kunden alle Ersatzteile, die Sie für Ihr Fahrzeug benötigen. Die Kfz-Teile gibt es für alle gängigen Modelle und reichen von Schalldämpfern, Katalysatoren, Dieselpartikelfilter bis hin zu Bremsscheiben und Belägen uvm.","https://ui.awin.com/images/upload/merchant/profile/64924.png","https://www.autoteile-preiswert.de/"
"65278","espressissimo.de","0.151246","95.68","0.02","2023-11-09","amber","exposurelevel1","43.2097","yes","no","0","0","0","0","30","Retail & Shopping","FMCG","FMCG","97","DE","Unser ausgewähltes Kaffeeprogramm umfasst über 1.000 verschiedenen Kaffeesorten, alle bekannten Espressomaschinen- und Mühlenmarken, Baristatools und exklusive Eigenprodukten. Bei uns findet der Homebarista alles für den perfekten Kaffee zu Hause!","https://ui.awin.com/images/upload/merchant/profile/65278.png","https://www.espressissimo.de/"
"72053","Mepal DE","7.66976","97.47","0.24","2024-02-01","amber","exposurelevel2","59.5545","yes","no","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","110","DE","Seit 1950 bietet Mepal eine vielfältige Palette von Kunststoffprodukten für Speisen und Getränke, die den Alltag für Groß und Klein erleichtern. Damit hat Mepal eine lange Tradition in der Entwicklung und Herstellung von eigenen Produkten.","https://ui.awin.com/images/upload/merchant/profile/72053.png","https://www.mepal.com/de"
"29733","Happy Lamps DE","6.33901","100.00","1.24","2022-08-10","amber","exposurelevel5","82.1297","yes","no","0","0","0","0","30","Retail & Shopping","Electronic Superstore|Furniture & Soft Furnishings|Home & Garden","Home & Garden","56","DE","Happy Lamps steht für qualitativ hochwertige Lampen, die in liebevoller Handarbeit hergestellt werden. Dabei ist uns ein ansprechendes Design und die nachhaltige Herstellung besonders wichtig.","https://ui.awin.com/images/upload/merchant/profile/29733.png","https://happylamps.com/"
"29741","MrStarsky DE","14.7324","100.00","0.39","2022-05-18","green","none","85.0394","no","no","0","0","0","0","30","Retail & Shopping","Books & Subscriptions|Gifts & Flowers|Toys & Games|Baby & Toddler","Baby & Toddler","38","DE","MrStarsky kreiert einzigartige, personalisierte und wunderschön illustrierte Sternenhimmel Poster mit dem Stand der Sterne für alle unvergesslichen Momente wie zum Beispiel die Geburt deines Kindes, ein Umzug oder Urlaub, die Hochzeit oder der erste Kuss.","https://ui.awin.com/images/upload/merchant/profile/29741.png","https://www.mrstarsky.com/de"
"29905","PAKAMA Athletics DE/AT","5.16809","33.17","0.36","2022-05-24","green","none","58.7986","yes","no","0","0","0","0","30","Retail & Shopping","Sports Equipment","Sports Equipment","26","DE","Unser Bag ist nicht nur bequem, sondern auch praktisch. Über 500 Übungen sind mit den Tools im Bag möglich. Unser Bag wird zusätzlich von einer Trainings-App und einem Ernährungsprogramm unterstützt","https://ui.awin.com/images/upload/merchant/profile/29905.png","https://www.pakama.com/?lang=de"
"29909","Bugatti Shoes DE","0.89347","100.00","0.05","2023-08-31","amber","exposurelevel6","0","yes","no","0","0","0","0","30","Retail & Shopping","Shoes","Shoes","105","DE","bugatti eine der erfolgreichsten internationalen Premium-Schuhmarken, die in 36 Ländern vertrieben, wird. Jeder bugatti Schuh weist drei wichtige Merkmale auf: die perfekte Passform, hochwertige Materialien und ein topaktuelles Design.","https://ui.awin.com/images/upload/merchant/profile/29909.png","https://www.bugatti-shoes.com/"
"29263","Kavalio DE","2.60326","76.92","0.29","2022-06-20","amber","exposurelevel4","37.2467","yes","no","0","0","0","0","30","Retail & Shopping","Sports Equipment","Sports Equipment","177","DE","kavalio.de ist eines der führenden E-Commerce Unternehmen für Pferde- und Reitsportbedarf. Von Turnieroutfit bis Stallbedarf, von Hobbyreiter bis Profisportler – Hier werden alle Interessen mit hochwertigem Reitzubehör abgedeckt.","https://ui.awin.com/images/upload/merchant/profile/29263.png","https://kavalio.de/"
"29451","Samboat DE","10.6102","100.00","1.30","2022-06-09","amber","exposurelevel2","93.1304","no","no","0","0","0","0","30","Travel","Cruises/Ferries|Hotels & Accommodation","Hotels & Accommodation","26","DE","SamBoat ist die grösste Bootsvermietungs-Online Plattform weltweit. Motor-, Segelboot, Katamaran, Yachten werden hier mit oder ohne Skipper auf der ganzen Welt einfach,sicher und schnell von Privatpersonen und gewerblichen Anbietern vermietet.","https://ui.awin.com/images/upload/merchant/profile/29451.png","https://www.samboat.de/"
